الرابط,اسم المنافسة,رقم المنافسة,الرقم المرجعي,الغرض من المنافسة,قيمة وثائق المنافسة,حالة المنافسة,مدة العقد,هل التأمين من متطلبات المنافسة,نوع المنافسة,الجهة الحكوميه,الوقت المتبقى,طريقة تقديم العروض,مطلوب ضمان الإبتدائي,الضمان النهائي,آخر موعد لإستلام الإستفسارات,آخر موعد لتقديم العروض,تاريخ فتح العروض,تاريخ فحص العروض,فترة التوقف,التاريخ المتوقع للترسية,تاريخ بدء الأعمال / الخدمات,بداية إرسال الأسئلة و الاستفسارات,اقصى مدة للاجابة على الاستفسارات,مكان فتح العرض,مجال التصنيف,مكان التنفيذ,التفاصيل,نشاط المنافسة,تشمل المنافسة على بنود توريد,أعمال الصيانة والتشغيل,عنوان الضمان الإبتدائى,أعمال  الإنشاء,الحزمة,نوع الاتفاقية,مدة الاتفاقية,عدد ايام استلام الاستفسارات,عدد أيام استلام العرض,قائمة الموردين المتقدمين,قائمة الموردين المرسى عليهم  -  ( ترسية كاملة ),الدول
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5EkAwtEyDN7K6rF4HUCB0A==,مشروع الخدمات المدارة لتقنية المعلومات,2025/42,251239006235,تقديم الخدمات المدارة لجميع مك...عرض المزيد...تقديم الخدمات المدارة لجميع مكونات المنظومة التقنية بجامعة الجوف لمدة 36 شهر,1000.00,معتمدة,36 شهر,لا,منافسة عامة,جامعة الجوف,"33
                           دقائق:13
                           ساعة:23
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,24/01/202605/08/1447,17/02/202629/08/144708:00 PM,18/02/202601/09/144710:00 AM,لا يوجد,5,29/03/202610/10/1447,09/04/202621/10/1447,22/01/202603/08/1447,10,منصة اعتماد,غير مطلوب,داخل المملكةمنطقة الجوفالقرياتسكاكاطبرجل,,تقنية المعلومات,لا,,لجنة فتح المظاريف,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=4ZJFbVUcV4FMrBtM*@@**7gesQ==,AR26620001 إصلاح آلية نوعية تابعة للادارة العامة للدفاع المدني بمدينة عرعر,لا يوجد,260139003505,AR26620001 إصلاح آلية نوعية تا...عرض المزيد...AR26620001 إصلاح آلية نوعية تابعة للادارة العامة للدفاع المدني بمدينة عرعر,200.00,تم اعتماد الترسية المبدئي,5 يوم,لا,شراء مباشر,ادارة الشؤون الفنية المركزية بمنطقة الحدودالشمالية,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,16/01/202627/07/1447,18/01/202629/07/144709:59 AM,لا يوجد,18/01/202629/07/144710:00 AM,,18/01/202629/07/1447,19/01/202630/07/1447,14/01/202625/07/1447,1,لا يوجد,غير مطلوب,داخل المملكةمنطقة الحدود الشماليةعرعر,,خدمات صيانة وإصلاح المركبات,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YDJAwVsw%20o2xgl69sAj4Nw==,صيانة دورات المياه في فلل الضيافة بإسكان قطاع رفحاء التابع لقيادة حرس الحدود بمنطقة الحدود الشمالية,لا يوجد,260139003822,صيانة دورات المياه في فلل الضي...عرض المزيد...صيانة دورات المياه في فلل الضيافة بإسكان قطاع رفحاء التابع لقيادة حرس الحدود بمنطقة الحدود الشمالية,200.00,معتمدة,45 يوم,لا,شراء مباشر,حرس الحدود,"31
                           دقائق:3
                           ساعة:4
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,27/01/202608/08/1447,29/01/202610/08/144709:59 AM,لا يوجد,29/01/202610/08/144710:00 AM,,05/02/202617/08/1447,06/02/202618/08/1447,14/01/202625/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة الحدود الشماليةرفحاء,,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=u5INCl3520O65gmzb09z9w==,T. ASA (9604) CATHETER BALLOON WEDGE SINGLE LUMEN 6FR 110CM STER,9604,260139003430,توريد مستلزمات طبية لمستشفى ال...عرض المزيد...توريد مستلزمات طبية لمستشفى الملك سلمان التخصصي للشؤون الصحية بوزارة الحرس الوطني بالطائف,200.00,معتمدة,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,19/01/202630/07/1447,21/01/202602/08/144709:59 AM,لا يوجد,21/01/202602/08/144710:00 AM,,21/01/202602/08/1447,22/01/202603/08/1447,14/01/202625/07/1447,2,لا يوجد,غير مطلوب,داخل المملكةمنطقة مكة المكرمةالطائف,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TOoQ31*@@**TGqNuv34*@@**bybTrA==,"T. ASA (8614&7770) Biosafety transport box. Storage time: 2-8C/24H. Non-electric cooler. Used for the transportation biological product, lab specimens, etc. & Orchidometer",8614 & 7770,260139003427,توريد مستلزمات طبية لمستشفى ال...عرض المزيد...توريد مستلزمات طبية لمستشفى الملك سلمان التخصصي للشؤون الصحية بوزارة الحرس الوطني بالطائف,200.00,مرحلة فحص العروض,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,19/01/202630/07/1447,21/01/202602/08/144709:59 AM,لا يوجد,21/01/202602/08/144710:00 AM,,21/01/202602/08/1447,22/01/202603/08/1447,18/01/202629/07/1447,2,لا يوجد,غير مطلوب,داخل المملكةمنطقة مكة المكرمةالطائف,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=COi9A0gSDc2H8VpDgPYvdA==,تشغيل وصيانة مختبر  بلدية محافظة الدوادمي,2026/9,260139003147,تشغيل وصيانة مختبر  بلدية محا...عرض المزيد...تشغيل وصيانة مختبر  بلدية محافظة الدوادمي,1000.00,معتمدة,12 شهر,لا,منافسة عامة,أمانة منطقة الرياض,"30
                           دقائق:3
                           ساعة:5
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,28/01/202609/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,08/02/202620/08/1447,18/02/202601/09/1447,24/01/202605/08/1447,5,بلدية محافظة الدوادمي,غير مطلوب,داخل المملكةمنطقة الرياضالدوادمي,تشغيل وصيانة مختبر  بلدية محافظة الدوادمي,الأنشطة الاستشارية الأخرىانشطة الاستشارات الهندسية- اشراف,لا,,بلدية محافظة الدوادمي,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Fzb5RFtvJVpvA0UW5mWUqg==,توريد لحوم لتشغيل الخدمات الغذائية بكلية الملك عبدالعزيز الحربية,26/02,260139001718,توريد لحوم لتشغيل الخدمات الغذ...عرض المزيد...توريد لحوم لتشغيل الخدمات الغذائية بكلية الملك عبدالعزيز الحربية,600.00,معتمدة,10 شهر,لا,منافسة عامة,القوات البرية,"30
                           دقائق:3
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,24/01/202605/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,03/02/202615/08/1447,04/02/202616/08/1447,24/01/202605/08/1447,5,منصة اعتماد,غير مطلوب,داخل المملكةمنطقة الرياضالعيينة,,تجارة المواد الغذائيةتجارة المواشي والدواجن والأسماك ومنتجاتها,لا,,كلية الملك عبدالعزيز الحربية,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=XxyDMRZgHgN51HtXwkxaIw==,"تجديد التراخيص مع الشركات الأم (Oracle, LogMeIn)",لا يوجد,260139003668,"تجديد التراخيص والدعم للأنظمة...عرض المزيد...تجديد التراخيص والدعم للأنظمة والبرامج المستخدمة في هيئة الزكاة والضريبة والجمارك مع الشركات الأم (Oracle, LogMeIn)",800.00,معتمدة,12 شهر,لا,منافسة عامة,هيئة الزكاة والضريبة والجمارك,"30
                           دقائق:3
                           ساعة:20
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,24/01/202605/08/1447,14/02/202626/08/144709:59 AM,14/02/202626/08/144710:00 AM,لا يوجد,5,26/02/202609/09/1447,05/03/202616/09/1447,22/01/202603/08/1447,5,منصة اعتماد,قطاع الاتصالات وتقنية المعلومات,داخل المملكةمنطقة الرياضالرياض,,تقنية المعلومات,لا,,هيئة الزكاة والضريبة والجمارك,,تراخيص شركة LogMeIn او ما يعادلها,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=x2XPuognhXe6kw4qA9f02w==,تأمين عدد 128 بطارية بنظام التغذية الاحتياطية بالنيابة العامة بمنطقة القصيم,124,260139003972,تأمين عدد 128 بطارية بنظام الت...عرض المزيد...تأمين عدد 128 بطارية بنظام التغذية الاحتياطية بالنيابة العامة بمنطقة القصيم,200.00,مرحلة فحص العروض,15 يوم,لا,شراء مباشر,النيابة العامة,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,18/01/202629/07/1447,21/01/202602/08/144709:59 AM,لا يوجد,21/01/202602/08/144710:00 AM,,21/01/202602/08/1447,22/01/202603/08/1447,14/01/202625/07/1447,3,لا يوجد,غير مطلوب,داخل المملكةمنطقة القصيمبريدة,,صُنع المعدات الكهربائيةالإتصالاتتقنية المعلومات,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=B*@@**jui1vKtoqNaHpkIvkN0Q==,تامين وتوريد وتركيب قطع غيار لزوم بعض سيارات الامارة,2121,260139003803,تامين وتوريد وتركيب قطع غيار ل...عرض المزيد...تامين وتوريد وتركيب قطع غيار لزوم بعض سيارات الامارة,200.00,مرحلة فحص العروض,10 يوم,لا,شراء مباشر,أمارة منطقة الرياض,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,16/01/202627/07/1447,18/01/202629/07/144709:59 AM,لا يوجد,18/01/202629/07/144710:00 AM,,25/01/202606/08/1447,26/01/202607/08/1447,14/01/202625/07/1447,2,لا يوجد,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,تامين وتوريد وتركيب قطع غيار لزوم بعض سيارات الامارة,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0wr8SiK5fuxPwgASPHOq6Q==,تامين وتوريد وتركيب قطع غيار مع توضيب لزوم بعض سيارات الامارة,2120,260139003799,تامين وتوريد وتركيب قطع غيار م...عرض المزيد...تامين وتوريد وتركيب قطع غيار مع توضيب لزوم بعض سيارات الامارة,200.00,مرحلة فحص العروض,10 يوم,لا,شراء مباشر,أمارة منطقة الرياض,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,16/01/202627/07/1447,18/01/202629/07/144709:59 AM,لا يوجد,18/01/202629/07/144710:00 AM,,25/01/202606/08/1447,26/01/202607/08/1447,14/01/202625/07/1447,2,لا يوجد,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,تامين وتوريد وتركيب قطع غيار مع توضيب لزوم بعض سيارات الامارة,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=dPFx7HUuDgWTofHV*@@**NjQ2A==,تامين وتوريد وتركيب قطع غيار مع ترصيص لزوم بعض سيارات الامارة,2119,260139003795,تامين وتوريد وتركيب قطع غيار م...عرض المزيد...تامين وتوريد وتركيب قطع غيار مع ترصيص لزوم بعض سيارات الامارة,200.00,مرحلة فحص العروض,3 يوم,لا,شراء مباشر,أمارة منطقة الرياض,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,16/01/202627/07/1447,18/01/202629/07/144709:59 AM,لا يوجد,18/01/202629/07/144710:00 AM,,25/01/202606/08/1447,26/01/202607/08/1447,14/01/202625/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,تامين وتوريد وتركيب قطع غيار مع ترصيص لزوم بعض سيارات الامارة,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=b87l8QVykmmUnTz3Lr9XNQ==,توريد وتركيب واختبار نظام النبريد والتدفئة للمحطتين 5 -14 بإدارة مدينة الملك عبد العزيز العسكرية تبوك,6077,260139002869,توريد وتركيب واختبار نظام النب...عرض المزيد...توريد وتركيب واختبار نظام النبريد والتدفئة للمحطتين 5 -14 بإدارة مدينة الملك عبد العزيز العسكرية تبوك,1000.00,معتمدة,6 شهر,لا,منافسة عامة,القوات البرية,"28
                           دقائق:3
                           ساعة:20
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,24/01/202605/08/1447,14/02/202626/08/144709:59 AM,14/02/202626/08/144710:00 AM,لا يوجد,5,13/02/202625/08/1447,15/02/202627/08/1447,24/01/202605/08/1447,5,ادارة مدينة الملك عبدالعزيز العسكرية بتبوك,قطاع التشغيل والصيانة والخدمات,داخل المملكةمنطقة تبوكتبوك,,إمدادات الكهرباء والغاز والمياه والبخار وتكييف الهواء,لا,,إدارة مدينة الملك عبد العزيز العسكرية تبوك,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Cs5CmyKUWmd%20RBEBcHh3kA==,توريد وتركيب ألعاب خارجية لمبنى مركز تعليم الطفل بمستشفى الأمير محمد بن عبدالعزيز بالمدينة المنورة التابع للشؤون الصحية بوزارة الحرس الوطني,153534,260139000455,تهدف هذه الخدمة إلى توريد وترك...عرض المزيد...تهدف هذه الخدمة إلى توريد وتركيب ألعاب خارجية آمنة ومناسبة للأطفال من عمر 9 أشهر وحتى 6 سنوات، وفق أعلى معايير الجودة والسلامة المعتمدة، وبما يضمن جاهزيتها للاستخدام داخل موقع المستشفى,200.00,معتمدة,60 يوم,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,"29
                           دقائق:3
                           ساعة:0
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,24/01/202605/08/1447,25/01/202606/08/144710:00 AM,لا يوجد,25/01/202606/08/144710:00 AM,,01/02/202613/08/1447,08/02/202620/08/1447,22/01/202603/08/1447,4,لا يوجد,غير مطلوب,داخل المملكةمنطقة المدينة المنورةالمدينة المنورة,,تجارة الأدوات والآلات والأجهزة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=uP*@@**Mdv7z6pJDt%209c%20FcYIA==,تنفيذ أعمال إيصال التيار الكهربائي لمركز التدريب التكتيكي بشرورة بالشمالية الغربية,4737,260139003765,تنفيذ أعمال إيصال التيار الكهر...عرض المزيد...تنفيذ أعمال إيصال التيار الكهربائي لمركز التدريب التكتيكي بشرورة,1000.00,معتمدة,6 شهر,لا,منافسة عامة,القوات البرية,"28
                           دقائق:3
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,24/01/202605/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,01/02/202613/08/1447,03/02/202615/08/1447,19/01/202630/07/1447,5,ادارة مدينة الملك عبدالعزيز العسكرية بتبوك,قطاع التشييد والبناء,داخل المملكةمنطقة تبوكتبوك,,إمدادات الكهرباء والغاز والمياه والبخار وتكييف الهواء,لا,,إدارة مدينة الملك عبدالعزيز العسكرية,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0Tt8DFMxGcjsQgUlhZZctA==,تأمين قطع غيار لمعدات البنزين لإدارة مدينة الملك عبد العزيز العسكرية تبوك,4713,260139003740,تأمين قطع غيار لمعدات البنزين...عرض المزيد...تأمين قطع غيار لمعدات البنزين لإدارة مدينة الملك عبد العزيز العسكرية تبوك,1000.00,معتمدة,3 شهر,لا,منافسة عامة,القوات البرية,"27
                           دقائق:3
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,24/01/202605/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,01/02/202613/08/1447,02/02/202614/08/1447,20/01/202601/08/1447,5,ادارة مدينة الملك عبدالعزيز العسكرية بتبوك,غير مطلوب,داخل المملكةمنطقة تبوكتبوك,,تجارة قطع الغيار الجديدة,لا,,إدارة مدينة الملك عبدالعزيز العسكرية بتبوك,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=bfAMza3NzTRqdaeO1adb6g==,صيانة طارئة لتنظيف الخزانات من الشوائب وسحب الوقود المتبقي والغازات القابلة للاشتعال وفك انابيب التهوية من محطة الوقود القديمة في مدينة الملك عبد العزيز الطبية بالرياض التابعة للشؤون الصحية بوزارة الحرس الوطني,2316218,260139003928,صيانة طارئة لتنظيف الخزانات من...عرض المزيد...صيانة طارئة لتنظيف الخزانات من الشوائب وسحب الوقود المتبقي والغازات القابلة للاشتعال وفك انابيب التهوية من محطة الوقود القديمة في مدينة الملك عبد العزيز الطبية بالرياض التابعة للشؤون الصحية بوزارة الحرس الوطني,200.00,مرحلة فحص العروض,14 يوم,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,15/01/202626/07/1447,21/01/202602/08/144709:59 AM,لا يوجد,21/01/202602/08/144710:00 AM,,25/02/202608/09/1447,01/03/202612/09/1447,14/01/202625/07/1447,1,لا يوجد,قطاع التشغيل والصيانة والخدمات,داخل المملكةمنطقة الرياضالرياض,صيانة طارئة لتنظيف الخزانات من الشوائب وسحب الوقود المتبقي والغازات القابلة للاشتعال وفك انابيب التهوية من محطة الوقود القديمة في مدينة الملك عبد العزيز الطبية بالرياض التابعة للشؤون الصحية بوزارة الحرس الوطني,خدمات صيانة واصلاح الأجهزة والمعدات والآلات,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TBLsVDSJ4hT650Jd7zM19Q==,NF توريد بشكل عاجل وفوري لمستشفى القصيم - CUFF BLOOD PRESSURE SINGLE TUBE NEONATE #4 LIMB CIRCUMFERENCE MIN 11CM MAX 14.0CM STER IN PEEL-BACK WRAPPER,2140,260139003455,توريد الأدوية والمواد والمستلز...عرض المزيد...توريد الأدوية والمواد والمستلزمات الطبية والصناعية لمستشفى الحرس الوطني بالقصيم,200.00,معتمدة,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,17/01/202628/07/1447,19/01/202630/07/144709:59 AM,لا يوجد,19/01/202630/07/144710:00 AM,,19/01/202630/07/1447,20/01/202601/08/1447,14/01/202625/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة القصيمالمليداء,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=doo6XR6o02usI9Vt8pst2Q==,NF توريد بشكل عاجل وفوري لمستشفى القصيم - GLOVE CHEMO X-LONG CUFF HIGH QUALITY LATEX POWDER FREE W/ LOGO CHEMOCAUTION LARGE,2202,260139003454,توريد الأدوية والمواد والمستلز...عرض المزيد...توريد الأدوية والمواد والمستلزمات الطبية والصناعية لمستشفى الحرس الوطني بالقصيم,200.00,تم اعتماد الترسية المبدئي,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,20/01/202601/08/1447,20/01/202601/08/144710:00 AM,لا يوجد,21/01/202602/08/144710:00 AM,,19/01/202630/07/1447,20/01/202601/08/1447,19/01/202630/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة القصيمالمليداء,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Jic8p8Lgr%20XFDyzRdsjjYA==,NF توريد بشكل عاجل وفوري لمستشفى القصيم - DRESSING SEMIPERMEABLE FILM TRANSPARENT ADHESIVE  6 X 8.5CM STER,2127,260139003450,توريد الأدوية والمواد والمستلز...عرض المزيد...توريد الأدوية والمواد والمستلزمات الطبية والصناعية لمستشفى الحرس الوطني بالقصيم,200.00,تم اعتماد الترسية المبدئي,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,17/01/202628/07/1447,19/01/202630/07/144709:59 AM,لا يوجد,19/01/202630/07/144710:00 AM,,19/01/202630/07/1447,20/01/202601/08/1447,14/01/202625/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة القصيمالمليداء,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=h7DVHV5*@@**iut8td*@@**ZM3B61Q==,استبدال كابل الجهد المتوسط الرئيسي المغذي لخلايا التوزيع الفرعية بالموقع السكني ( Y16 ),Y26MG16401010,260139003599,استبدال خط الكهرباء الرئيسي رق...عرض المزيد...استبدال خط الكهرباء الرئيسي رقم (2) لشبكة الكهرباء الرئيسية (13.8) ك.ف والرابط بين خلايا الجهد المتوسط الرئيسية الرابطة مع الشركة السعودية للكهرباء إلى خلايا الجهد المتوسط الفرعية.,1000.00,معتمدة,270 يوم,لا,منافسة عامة,قوة الصواريخ الاستراتيجية,"26
                           دقائق:3
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,24/01/202605/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,30/03/202611/10/1447,14/04/202626/10/1447,24/01/202605/08/1447,2,قوة الصواريخ الإستراتيجية / الادارة الهندسية والاشغال / العقود والمشتريات,غير مطلوب,داخل المملكةمنطقة الرياضوادي الدواسر,,تجارة الأدوات والآلات والأجهزةتجارة مواد البناء والأدوات الكهربائية والصحية,لا,,الادارة الهندسية والاشغال  العقود والمشتريات,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ZKNwYdSvTAaV2rGPGS2CtA==,توريد ثلاجات للمجلس الأعلى للقضاء 2026م.,2026/01,260139002959,توريد ثلاجات عدد (5) للمجلس ال...عرض المزيد...توريد ثلاجات عدد (5) للمجلس الأعلى للقضاء .,200.00,معتمدة,15 يوم,لا,شراء مباشر,المجلس الأعلى للقضاء,"25
                           دقائق:3
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,17/01/202628/07/1447,30/01/202611/08/144709:59 AM,لا يوجد,30/01/202611/08/144710:00 AM,,29/01/202610/08/1447,30/01/202611/08/1447,14/01/202625/07/1447,1,لا يوجد,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,توريد عدد (5) ثلاجات حسب المواصفات المبينه في جدول الكميات.,تجارة الأدوات والآلات والأجهزة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Ag3HfavgNTlkaBc5BmkyGA==,مشروع إنارة الاحياء والشوارع الرئيسية ببلدية روضة هباس( المرحلة الثانية ),5/2026,260139003920,مشروع إنارة الاحياء والشوارع ا...عرض المزيد...مشروع إنارة الاحياء والشوارع الرئيسية ببلدية روضة هباس( المرحلة الثانية ),1500.00,معتمدة,11 شهر,لا,منافسة عامة,أمانة منطقة الحدود الشمالية,"25
                           دقائق:3
                           ساعة:5
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,24/01/202605/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,01/02/202613/08/1447,08/02/202620/08/1447,22/01/202603/08/1447,5,بلدية روضة هباس - قسم المشتريات,قطاع التشغيل والصيانة والخدمات,داخل المملكةمنطقة الحدود الشماليةعرعر,,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامة,لا,صيانة وتشغيل الأعمال الكهربائية,بلديه روضة هباس,إدارة الشوارع,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sGrS3t9aKYzUHpLBI%20Zczg==,تشغيل وصيانة الطرق والعبارات المستلمة من وزارة النقل ببلدية العرضية الشمالية,370010000,260139003295,تشغيل وصيانة الطرق والعبارات ا...عرض المزيد...تشغيل وصيانة الطرق والعبارات المستلمة من وزارة النقل ببلدية العرضية الشمالية,1500.00,معتمدة,36 شهر,لا,منافسة عامة,بلدية العرضية الشمالية,"25
                           دقائق:3
                           ساعة:19
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,02/02/202614/08/1447,13/02/202625/08/144709:59 AM,13/02/202625/08/144710:00 AM,لا يوجد,5,29/03/202610/10/1447,18/05/202601/12/1447,24/01/202605/08/1447,20,بلدية العرضية الجنوبية,غير مطلوب,داخل المملكةمنطقة مكة المكرمةنمرة القوز,,مقاولات فرعية تخصصية (أنشطة التشييد المتخصصة)-إنشاء الطرق,لا,,بلدية العرضية الشمالية,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Zq3wqB0*@@**CvI5KwKTWIze6g==,تقديم عمليات تشغيلية لدعم الادارة العامة للتميز الهندسي RIPC,PR-00358,260139002843,"تهدف هذه المنافسة إلى استقطاب...عرض المزيد...تهدف هذه المنافسة إلى استقطاب جهة  هندسية عالمية لتقديم خدمات فنية متخصصة وشاملة لدعم أعمال الادارة العامة للتميز الهندسي في مركز مشاريع البنية التحتية بمنطقة الرياض. يشمل نطاق المشروع تقديم خبرات متقدمة في تطوير وتنفيذ المبادرات الفنية والتحسينية عبر عدد من المسارات الهندسية ذات الأولوية، بما يساهم في رفع جودة التخطيط والتنفيذ وتحسين الأداء العام لمشاريع البنية التحتية.

يشمل المشروع تقديم دعم فني وتشغيلي لعدد من المجالات المحورية، من ضمنها: تطوير حوكمة إدارة حركة المرور حول مشاريع البنية التحتية، دعم تفعيل إطار الاستدامة والبنية التحتية الخضراء، تطوير آليات تأهيل المقاولين، تعزيز وتسريع الابتكار التقني والهندسي، تطوير الأكواد الفنية وتحديث الأدلة والمواد المساندة، بالإضافة إلى تقديم خدمات إضافية تعزز نموذج الحوكمة وتحسين الجودة وإدارة المخاطر.",1000.00,معتمدة,12 شهر,لا,منافسة عامة,مركز مشاريع البنية التحتية بمنطقة الرياض,"24
                           دقائق:3
                           ساعة:22
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,28/01/202609/08/1447,16/02/202628/08/144709:59 AM,16/02/202628/08/144710:00 AM,لا يوجد,5,25/02/202608/09/1447,11/03/202622/09/1447,22/01/202603/08/1447,5,مركز مشاريع البنية التحتية بمنطقة الرياض,قطاع الشركات والمكاتب الاستشارية الهندسية,داخل المملكةمنطقة الرياضالرياض,,الخدمات التجارية و الإدارية,لا,,إلكترونيا عبر منصة اعتماد,,,,,,,,,
